"kd_kab","nama_kab","kd_prov","centroid",""
"6501","Kabupaten Bulungan","65","[[116.9302 ,2.7325],[117.2993 ,2.9420]]",""
"6502","Kabupaten Malinau","65","[[115.8231 ,2.7399],[116.1922 ,2.9494]]",""
"6503","Kabupaten Nunukan","65","[[116.3603 ,3.8677],[116.7342 ,4.0800]]",""
"6504","Kabupaten Tana Tidung","65","[[117.0381 ,3.4849],[117.4104 ,3.6962]]",""
"6571","Kota Tarakan","65","[[117.4136 ,3.2323],[117.7848 ,3.4430]]",""
